Institute_name,Region_type,Institute_address,District,Pincode,Web_address,Email_address,Principal_name,Office_contact,personal_contact,Registrar_name,Autonomy_status
Trinity College Of Pharmacy Pune,Rural,"S. No. 25 & 27,  Kondhawa-Saswad Road, Bopdev Ghat, Pune 411048",Pune,411048,www.kjei.edu.in,trinitypharmacy2019@gmail.com,Dr. Sanjay R.Chaudhari,7447447848 Ext.- , Ext.- ,Mr. Ajay Baburao Kadam,Non-Autonomous
"Shardabai Pawar Institute Of Pharmaceutical Sciences And Research, Shardanagar, Baramati",Urban,"At Post Shardanagar Malegaon Colony Tal Baramati Dist Pune
",Pune,413115,www.shardabaipharmacy.org,pharmafest@outlook.com,ATUL ARJUN BARAVKAR,255518 Ext.- 2112,255518 Ext.- 2112,SAGAR DNYANDEV SHINDE,Non-Autonomous
"Janaki Devi Bajaj Institute Of Management Studies And Research, Pune",Urban,"Sndt Women's University, Maharshi Karve Vidya Vihar, Karve Road
",Pune,411038,sndt.ac.in/jdbimspune/,yashogeeta@gmail.com,Dr. YASHAVANT VAISHAMPAYAN, Ext.- , Ext.- ,Dr. PRAVIN S GOSAVI,Non-Autonomous
"Ashokrao Mane College of Architecture, Vathar Tarf Vadgaon ",Rural,"Vathar Tarf Vadgaon, Tal.Hatkanangale,  Dist.Kolhapur
",Kolhapur,416112,www.amcoa.in,ashokraomanecoa@gmail.com,..,0230 Ext.- 111,996062074 Ext.- 0,SHRI. RAHUL B. BODAKE ,Non-Autonomous
"Delight Institute of Pharmacy, Koregaon Bhima",Rural,"Sharad Campus, Pimple Jagtap Road, At Post Koregaon Bhima, Tal.Shirur, Dist Pune
",Pune,412216,www.delightiop.com,delightpharmacy2019@gmail.com,Dr. Navale Sampat Dnyaneshwar,2137252206 Ext.- , Ext.- ,Shaikh Tanveer Sabir,Non-Autonomous
"Fabtech College Of Pharmacy, Sangola",Rural,"Gat. No. 565/1,Pandharpur Road, Sangola
",Solapur,421103,www.fabtecheducation.com,ftc.pharmacy@gmail.com,Dr. Sanjay K. Bais, Ext.- , Ext.- ,Mr. Raju Patil,Non-Autonomous
Krishna Foundations Jaywant Institute Of Pharmacy Wathar Tal Karad.,Rural,"Vathar Tal Karad Dist Satara.
",Satara,415539,www.kfjip.com,kfpharmacy19@gmail.com,Ms. Chetana Dnyandeo Patil,263200 Ext.- 221,263500 Ext.- 220,Mr Nikam Dipak Nanaso,Non-Autonomous
"Lokmangal College Of Pharmacy, Wadala",Rural,"At.Post. Wadala Tq. North Solapur Dist. Solapur
",Solapur,413222,www.lokmangalcollegeofpharmacy.com,lokmangalcop@gmail.com,Mr. Shoheb Shakil Shaikh,2735521 Ext.- 0217, Ext.- ,Dr. Mali N.S.,Non-Autonomous
"Vidya Niketan College Of Pharmacy, Lakhewadi",Rural,"At Post Lakhewadi, Indapur, Pune 
",Pune,413103,www.jbvp.org,vidyaniketancop2019@gmail.com,Dr. Mohire N.C.,224242 Ext.- , Ext.- ,Mr. S. A. Khedkar,Non-Autonomous
Pune District Education Associations College Of Pharmacy Hadapsar Pune  ,Urban,"Sr.No.215,277 , Mahadeonagar, Hadapsar, Pune 411028
 ",Pune,411028,www.pdeacop.org,pharmacycollegehadapsar2019@gmail.com,Mrs. Ashwini Pritam Shewale,26995566 Ext.- 020,26995566 Ext.- 020,Mrs. Saudamini Deshmukh,Non-Autonomous
Dr Bapuji Salunkhe Institute Of Pharmacy Miraj,Urban,"Miraj Pandharpur Road, In Front Of Governmentcircuit House, Miraj Tal Miraj,Dist.Sangli
",Sangli,416410,bsiopmiraj.com,bsiopmiraj@gmail.com,Mr. Rajesh Keshav Bhadke,2232199 Ext.- ,2232199 Ext.- ,Mr. Jindatta Mahavir Upadhye,Non-Autonomous
Shree Siddheshwar Women's College Of Engineering Solapur.,Urban,"T.P.S. Ii F. Plot No. 74 Bhavani Peth Rupa Bhavani Mandir Road Solapur.
",Solapur,413002,www.siddhwomenengineering.com,siddheshwardevsthaneducation@gmail.com,Dr. T. A. Chavan,2627227 Ext.- , Ext.- ,Mr. D.R. Berungikar,Non-Autonomous
"Samarth College Of Pharmacy, A/P Belhe, Bangarwadi",Rural,"A/P: Belhe (Bangarwadi) , Tal: Junnar Dist: Pune State: Maharashtra
",Pune,412410,www.samarthcop.org,samarthcop@gmail.com,MR. GHULE SANTOSH D., Ext.- , Ext.- ,Mr. Hadawale H. P.,Non-Autonomous
"Delonix Society's Baramati College Of Pharmacy, Barhanpur",Rural,"Baramati Patas Road, Barhanpur, Baramati
",Pune,413102,www.delonixsociety.org.in,info.delonixsociety@gmail.com,Dr. Rajendra Nivrutti Patil,297070 Ext.- ,297070 Ext.- ,Mr. Balasaheb Kokare,Non-Autonomous
"Wainganga Polytechnic, Sakoli",Rural,"Nagzira road, Sakoli,",Bhandara,441802,www.wpsakoli.in,waingangapoly@gmail.com,Mr. Ghanshyam S. Nikhade,236020 Ext.- 07186,236020 Ext.- 07186,Mr. S. S. Funde,Non-Autonomous
"Dattakala Institute Of Hotel Management And Catering Technology, Swami-Chnicholi, Daund",Rural,"Gat No. 541/2, Off Pune-Solapur Highway,Swami-Chnicholi,Tal-Daund,Dist-Pune Pin-413130.
",Pune,413130,www.dattakala.edu.in,secretarydkss@gmail.com,Prof.Nath Partha P.,203183 Ext.- , Ext.- ,Mr.Prashant Kapure,Non-Autonomous
"Siddhant college of Architecture, Sudambare",Rural,"Talegaon-chakan road , A/P-sudumbare, tal-maval, district Pune 412109, Maharashtra ",Pune,412109,www.siddhantcoa.in,siddhantcoapune@gmail.com,Ar. Meghna N. Patil, Ext.- , Ext.- ,Gopinath P. Kalokhe,Non-Autonomous
"ASM's Institute of Business Managment & Research(PGDM), Pune",Urban,"Plot No. 133, MIDC, Block ""C"", Chinchwad, Pune",Pune,411019,www.asmibmr.edu.in,ibmrpgdm@asmedu.org,Dr. Sandip Sane,020 Ext.- ,65235060 Ext.- ,MR. LALA FATAK,Non-Autonomous
"Institute of Infrastructure Studies and Construction Management, Ambi, Pune.",Rural,"At 116/3, Ambi, Tal - Maval , Dist- Pune. ",Pune,410507,www.iiscm.co.in,info@iiscm.co.in,Dr. Tanaji Dabhade, Ext.- , Ext.- ,Dr. Tanaji dabhade,Autonomous
"Padmini College of Pharmacy, Atpadi, Sangli",Rural,"At Ektanagar, Post Dighanchi, Tal. Atpadi, Dist Sangli",Sangli,415315,www.padminipharmacycollege.com,dighanchipharmacy@gmail.com,Mr. Amit N. Panaskar,2343226342 Ext.- , Ext.- ,Mr. Javir Akash M.,Non-Autonomous
"MES Institute Of Management And Career Courses MBA, Pune",Urban,"Karve Road, Pune
",Pune,411004,www.mespune.in,avd.mes@mespune.in,Dr.Santosh Deshpande, Ext.- , Ext.- ,ABHIJEET VIJAY DHONGADE,Non-Autonomous
"Siddhant School of Pharmacy ( Women ), Pune",Rural,"Gat No. 131,A/P Sudambare, Chakan-Talegaon Road, Tal.Maval, Dist Pune",Pune,412109,www.siddhantcop.in,schoolofpharmacy18@gmail.com,Mrs. Bindurani Ram L.G.P.,661949 Ext.- 249, Ext.- ,Mr.Auti Ramdas S,Non-Autonomous
S.S.P Shikshan Sansthas Siddhi College Of Pharmacy,Urban,"Sr.No 1157-1160  Nevale Vasti, Chikhali, Pimpri Chinchwad, Pune
",Pune,411062,www.siddhicop.in,siddhicop@gmail.com,DR PRAVINKUMAR NAMDEORAO SABLE, Ext.- , Ext.- ,AMRUTA HIREMATH,Non-Autonomous
"Elixir Institute of Pharmacy, Pune",Rural,"Gut No. 193, Warawadi, Village Taluka Purandar, Post Garade, Pune",Pune,412301,elixirinstituteofpharmacy.masct.in,masctpune@gmail.com,Siddhartha Gandhi,9767108209 Ext.- ,9767108209 Ext.- ,Dilip Gandhi,Non-Autonomous
"Jijamata College of Pharmacy, Sarati",Rural,"Near Nira River, Bawada Road, Sarati",Pune,413103,www.dpharm.jspmsarati.com,dpharmprincipal@jspmsarati.com,Mr.Nagansurkar Shirish Basavling,227099 Ext.- , Ext.- ,Mr. Ghogare Chandrakant Pandurang ,Non-Autonomous
"Sarsam College Of Pharmacy, Palshiwadi",Urban,"Gat No. 29/1, At/Post- Palshiwadi, Tal- Baramati, Dist- Pune
",Pune,413102,www.sarsampharmacy.edu.in,sscopharmacy@gmail.com,Dr. Nagesh Shrimant Gavali,24363736 Ext.- ,24363736 Ext.- ,Dr. Nagesh Shrimant Gavali,Non-Autonomous
shfited to 5465,Rural,"RATNADEEP HOSPITAL,NAGAR ROAD JAMKHED TAL.JAMKHED DIST.AHMEDNAGAR",Ahmednagar,413201,www.rcpjamkhed.com,rcpjkd@gmail.com,Mrs. Barwal S,2421222101 Ext.- ,9323463333 Ext.- ,Dr More B R,Non-Autonomous
PHARATE PATIL COLLEGE OF PHARMACY DIPLOMA,Urban,"AP MANDAVGAN PHARATA TAL SHIRUR DIST PUNE PIN 412211
",Pune,412211,www.dpcop-edu.org,pharatepharmacy@gmail.com,Dr.Mrunal K. Shirsat,2137262222 Ext.- , Ext.- ,Mr. Vikram Dhavale,Non-Autonomous
"Institute of Pharmaceutical Science & Research for Girls, (Bhigwan), Daund",Rural,"Gat No. 541/2 Swami Chincholi, Tal. Daund, Dist Pune",Pune,413130,www.dattakala.edu.in,,Dr. Amol A. Kulkarni, Ext.- , Ext.- ,Samir Kale,Non-Autonomous
Marathwada Mitra Mandals Institute of Enviornment and Design's college of Architecture,Urban,"S.NO. 35 , plot no 5/6 ,vadgoan shinde road , Lohgaon , pune ",Pune,411047,www.mmied.edu.in,mmiedcoa2017@gmail.com,AR. Vasanti A. Londhe,7447446913 Ext.- , Ext.- ,S.N Kadam,Non-Autonomous
"D.Y. Patil Education Society's D.Y. Patil College of Architecture, Talsande, Kolhapur",Rural,"Gat No. 199, Post Talsande, Dist Kolhapur",Kolhapur,416112,www.coet.dypgroup.edu.in,dypcoatalsande@gmail.com,Prof. Dudgikar C S , Ext.- , Ext.- ,Bhagaje Prakash Mallappa ,Non-Autonomous
"Flora College of Architecture, Khopi",Rural,"49/1, Khopi, Near Khed Shivapur Toll Plaza Off National Highway No. 4, Tal. Bhol ",Pune,412205,,flora.education@gmail.com,Prof Rahul D Patil, Ext.- , Ext.- ,Rahul Padalkar,Non-Autonomous
"Samarth Institute of Pharmacy, Belhe , Junnar",Rural,"A/P - Belhe, Taluka Junnar, Dist. Pune",Pune,412410,sreir.org/pharmacy,samarthiop@gmail.com,Dr. Aher Vaibhav Dagaji,276752 Ext.- ,276751 Ext.- ,Mr.Jadhav Pankaj Balu,Non-Autonomous
"Y.D. Mane Institute of Pharmacy, Kagal, Kolhapur",Rural,"Near Alka Shetty farm, Sangaon road, Kagal, Kolhapur",Kolhapur,416216,www.ydmipharma.com,ydmipharma@gmail.com,Dr. Sachin Suryakant Mali,244688 Ext.- 44688, Ext.- ,Mrs. Sampada R. Mathapati,Non-Autonomous
"Ashokrao Mane Institute of Pharmaceutical Science and Research, Save",Rural,"GAT NO 878,A/P-SAVE, TAL-SHAHUWADI,DIST-KOLHAPUR,SAVE,KOLHAPUR,Maharashtra, 416213",Kolhapur,416213,www.amipsrs.org,amipsrs@gmail.com,Dr. Abhijeet Shashikant Kulkarni, Ext.- , Ext.- ,Mr. NITIN GOVIND SAVANT,Non-Autonomous
"DNYANVILAS COLLEGE OF PHARMACY, DUDULGAON TAl HAVELI DIST PUNE",Urban,"GAT NO 76,  DUDULGAON PIMPRI CHINCHWAD MUNICIPAL CORPORATION AREA ALANDI MOSHI ROAD TAL HAVELI DIST PUNE",Pune,412105,www.dvcop.com,principaldvcop@gmail.com,Dr. Pramod L. Ingale, Ext.- , Ext.- ,Mr. Chavan Santosh Raghunath,Non-Autonomous
"Delight College of Pharmacy, Koregaon Bhima",Rural,"Sharad Campus, Pimple Jagtap Road, At Post Koregaon Bhima, Taluka Shirur, Dist Pune",Pune,412216,www.delightcop.com,delightcop@gmail.com,DR.Shaikh Allabaksha Mahboob,646015 Ext.- ,7720010654 Ext.- ,MR.SHAIKH TANVIR SABIR,Non-Autonomous
"Navsahyadri Institute of Pharmacy, Naigaon( Nasarapur), Pune",Rural,"S.No.69,71,7,, Naigaon ( Nasarapur), Pune - 412213",Pune,412213,www.navsahyadripharmacyedu.in,nsg.pharmacy17@gmail.com,Dr. Kishor Vasant Otari,9823274487 Ext.- , Ext.- ,Jalindar A. Navale,Non-Autonomous
"Zadbuke Institute of Pharmacy, Puri",Rural,"Gat No.273,275,276,280,282 At Puri, Post Ghari, Taluka Barshi, Solapur",Solapur,413404,www.zippuri.com,principalzip@gmail.com,PARVIN AHAMAD SHAIKH,243602 Ext.- ,243603 Ext.- ,SUHAS ANKUSH LADE,Non-Autonomous
"Solapur Education Society's College of Architecture, Solapur",Urban,Solapur,Solapur,413002,www.sescoasolapur.org.in,sescoasolapur@gmail.com,Savita Dipali,2723131 Ext.- ,9923796935 Ext.- ,ATUL BHAWTANKAR,Non-Autonomous
"Anandi Pharmacy College, Kalambe Tarf Kale",Urban,"At-Kalambe, Tarf Kale, Post Koparde Taluka Karveer, Kolhapur ",Kolhapur,416205,www.anandipharmacy.in,anandipharmacycollege@gmail.com,Rahul Shivaji Adnaik,0231244003 Ext.- ,0234225910 Ext.- ,Dr.vidya satish Desai,Non-Autonomous
"Indrayani Vidya Mandir's Indrayani Institute of Pharmacy, Talegaon Dabhade",Urban,"Talegaon, Chakan Road, Talegaon Dabhade, Tal.Maval, Dist. Pune",Pune,410507,www.indrayanividyamandir.org,ivm.iip2017@gmail.com,MR. GULAB S. SHINDE,223737 Ext.- ,8975251496 Ext.- ,MISS. NEHA S. JAGTAP,Non-Autonomous
"MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi",Rural,"Latur Road, MIDC Jamgaon, Tal. Barshi, Dist. Solapur",Solapur,413401,www.mitcorer.edu.in,info.mitcorer@mitpune.edu.in,Dr. A. Venkatesan,204001 Ext.- 02184, Ext.- ,Mr. M.B. Patil,Non-Autonomous
"Yashwant Redekar College Of Pharmacy B. Pharm. And D. Pharm., Nesari",Rural,"At Post. Nesari, Taluka Gadhinglaj, District Kolhapur",Kolhapur,416404,www.yrcpnesari.in,yrcpnesari@gmail.com,Riyaj Nijam Shamanji,272822 Ext.- ,9869560137 Ext.- ,Shayaphali Shakil Nandikar,Non-Autonomous
"Sarogini College of Pharmacy, Kolhapur",Urban,"576, Rajendra Nagar, Kolhapur",Kolhapur,416008,www.sarojinicollegeofpharmacy.com,sarojini.instituteofpharmacy@gmail.com,Dr. V. C. Yeligar, Ext.- , Ext.- ,Mrs. Shobha Kishor Tawde,Non-Autonomous
"Chhatrapati Shahu Institute of Business Education & Research, Kolhapur",Urban,"University Road, Kolhapur",Kolhapur,416004,www.siberindia.edu.in,director@siberindia.edu.in,Dr.M.M.Ali,2312535706 Ext.- , Ext.- ,Mr. Vinayak S Salokhe,Autonomous
"Walwa Taluka Education Society's Shri. S. D. Patil College of Architecture, Islampur",Rural,"S.D. Patil Nagar, C.S. No. 3368/B, URN-Islampur, Taluka Walva, District Sangli.",Sangli,415409,www.sdparchitecture.edu.in,sdparchitecture16@gmail.com,Pramod Mahadev Chaugule ,226777 Ext.- ,226777 Ext.- ,Toufik Mubarak Mulla,Non-Autonomous
"Vidya Pratishthan's Indapur College of Architecture, Indapur, Pune",Urban,"Indapur-Akluj Link Road, Indapur, Tal.Indiapur, Dist. Pune",Pune,413106,www.vpicoa.org,principalicoa@gmail.com,Prof. Bharat N. Mulay,0211122570 Ext.- ,0211122570 Ext.- ,Mr.B. M. Kulkarni,Non-Autonomous
"Sant Dnyaneshwar Shikshan Sanstha, Annasaheb Dange College of B.Pharmacy, Ashta, Sangli",Rural,"A/P Ashta, Tal-Walwa, Dist-Sangli",Sangli,416301,www.adcbp.in,principaladcbp@gmail.com,Dr. Pravin Kondiba Pawar,241125 Ext.- ,7387981871 Ext.- ,Hivarekar S. B.,Non-Autonomous
"Indrayani Vidya Mandir's Indrayani Institute of Pharamaceutical Education & Research, Maval, Pune",Urban,"Talegaon-Chakan Road, Talegaon, Taluka Maval, Dist Pune",Pune,410507,www.indrayanividyamandir.org,ivm.iiper@gmail.com,Dr. B. B. Jain,9370139955 Ext.- ,9370713037 Ext.- ,Mr. S S Halbe,Non-Autonomous
"Anusaya Institute of Pharmacy, Swami-Chincholi , Tal .Daund, Pune. ",Rural,"Gat No. 541/2, Off Pune Solapur Highway, Swami Chincholi, Daund Dist Pune",Pune,413130,www.dattakala.edu.in,dkcom.edu@rediffmail.com,Mr. Vishal Babar,203184 Ext.- , Ext.- ,Mr. Sanjay Jagtap,Non-Autonomous
"Eklavya College of Pharmacy, Tasgaon , Sangli",Rural,"Tasgaon-Manerajuri Road, Vasumbe, Tasgaon Taluka Tasgaon Dist Sangli",Sangli,416312,eklavya.sahyadricharitable.com,eklavyacop@gmail.com,Mr. P. V. Patrekar,250701 Ext.- , Ext.- ,Amjad S. Jamadar,Non-Autonomous
"Teerthankar Education Society's Dr. Shivajirao Kadam College of B.Pharmacy, Kasbe Digraj Sangli",Rural,"A/P Kasbe Digraj,Baganwat Sangli",Sangli,416305,www.teerthankarsociety.com,skcopharmdeg@gmail.com,Dr.S.M.Patil,9404398406 Ext.- ,9448941936 Ext.- ,Mahaveer Chougule,Non-Autonomous
"Pune District Education Association's College of Architecture, Akurdi",Urban,"Sector No.28,Pradhi karan, Akurdi, Pune",Pune,411044,www.coa-pdea.org,pdeacoa@gmail.com,Prof. Anita Joshi,27650896 Ext.- ,9822572133 Ext.- ,Adinath Pathak,Non-Autonomous
"Tatyasaheb Kore Institute of Engineering & Technology(Polytechnic), Warananagar",Rural,"A/P Warananagar,Tal.Panhala Kolhapur",Kolhapur,416113,www.tkietpolytechnic.com,principal_polytechnic@tkietwarana.org,Prof B V Birajdar,224013 Ext.- 117, Ext.- ,Mr Jalandar S Jadhav,Non-Autonomous
"Shrimati Kashibai Navale College of Architecture, Ambegaon(BK)",Urban,Ambegaon (BK) Pune 411041,Pune,411041,www.sinhgad.edu,skncoa@sinhgad.edu,Dr.Sudhir D. Chavan,24100000 Ext.- 786, Ext.- ,Mr.Rajendra Jotiram Raut,Non-Autonomous
"Mahalaxmi Institute of Pharmacy, Raigaon, Dist.Satara",Rural,"Survey No. 259, At Post Raigaon, Tal Jaoli, Dist Satara.",Satara,415020,www.sdncedu.com,info@sdncedu.com,Dr.Gawade S.P.,2378200200 Ext.- , Ext.- ,Mr. Ubale A.T.,Non-Autonomous
Indira College of Architecture & Design,Urban,"Shree Chanakya Education Society's Indira College of Architecture and Design, S. No. 85/5-B, 85/6D/1 and 85/6D/2, Pune Mumbai Highway, Tathawade, Taluka-Haveli, Dist..Pune-411033",Pune,411033,www.indiraicad.ac.in,icad@indiraedu.com,Swapnil Sheth,66759430 Ext.- ,7020825456 Ext.- ,Santosh Kaulage,Non-Autonomous
"Annasaheb Dange College of D. Pharmacy, Ashta, Sangli",Urban,"A/P Ashta, Tal. Walwa Dist Sangli",Sangli,416301,www.adcdp.in,principaladcdp@gmail.com,Mr. Sujit Arun Desai,2342241124 Ext.- , Ext.- ,A. S. Patil,Non-Autonomous
"Shri. Shivaji Maratha Society's College of Architecture, Pune",Rural,"Sr. No. 74/1-B, Araneshwar, Parkati, Pune Near SBI Bank, Pune. ",Pune,411009,www.ssmscoa.org,ssmscoa@gmail.com,CHANDRAKANT SUBHASH KATARIA,24222771 Ext.- , Ext.- ,K S AMBAVALE,Non-Autonomous
"Yashoda College of Architecture, Satara",Rural,"S.No.-244, NH-4, Wadhe Phata, Satara",Satara,415011,www.yes.edu.in,yca_info@yes.edu.in,Ar. Suhas S. Talekar,0216227123 Ext.- , Ext.- ,Kishor Rajendra Shinde,Non-Autonomous
"Nootan College of Pharmacy, Kavathe-mahankal, Sangli",Rural,"Gat No. 412, Landgewadi, Kavatemankal, Dist Sangli",Sangli,415404,www.nootanpharmacy.com,nootanpharmacy1@gmail.com,Dr.Mrunal K.Shirsat,222738 Ext.- ,222738 Ext.- ,nootan ramling mali,Non-Autonomous
"Loknete Shri. Dadapatil Pharate College of Pharmacy, At Post Manadavgan Pharata, Tal.Shirur, Dist. Pune",Rural,"Manadavgan Pharata, Tal.Shirur, Dist. Pune.",Pune,412211,www.dpcop-edu.org,pharatepharmacy@gmail.com,DR. Hemant KAmble, Ext.- , Ext.- ,Dhavale V. R.,Non-Autonomous
"Dr. A. D. Shinde College Of Engineering, Tal.Gadhinglaj, Kolhapur",Rural,"At Post Gudai, Bhadagaon, Tal.Gadhinglaj, Kolhapur",Kolhapur,416502,www.adshindecoe.ac.in,principal.dadscoe@gmail.com,Dr.Duradundi Sawant Badkar, Ext.- , Ext.- ,MR. HEMANT KARIGAR,Non-Autonomous
"Padmashree Dr. D. Y. Patil B-School, Pune",Urban,"Off Pune-Mumbai Expressway, Tathawade, Pune - 411033",Pune,411033,www.bschool.dpu.edu.in,info.bschool@dpu.edu.in,Dr. Amol Gawande,67919427 Ext.- , Ext.- ,Ravindra Bavaskar,Non-Autonomous
"S.B. Patil College of Architecture & Design,Nigdi,Pune ",Urban,"sector no-26 pradhikaran Nigdi, pune",Pune,411044,www.sbpatilarchitecture.com,sbpcoad@gmail.com,Dr. Mahendra Sonawane,27659199 Ext.- , Ext.- ,Mr. Laxamn Torgale,Non-Autonomous
"Army Institute of Technology, Pune",Urban,"Pune-Alandi Road, Dighi Hills, Pune ",Pune,411015,www.aitpune.com,ait@aitune.edu.in,Dr. B. P. Patil,27157612 Ext.- 020, Ext.- ,R. P. Ambike,Non-Autonomous
"Anantrao Pawar College of Architecture, Parvati, Pune",Urban,"S.No.103,  Shahu College Road, Parvati, Pune",Pune,411009,www.apcoapune.org,abmspcoa@rediffmail.com,Dr. Rajendra Bhangari Koli,24213301 Ext.- ,24219901 Ext.- ,Mr.Sushant Kailas Shitole ,Non-Autonomous
"Dr.D.Y.Patil Institute Of Management & Entrepreneur Development,Talegaon",Urban,"Sr.No 27/A/1/2k, Near Talegaon Railway Station, A/P - Varale,Talegaon Taluka- Maval, Dist-Pune ",Pune,410507,www.dypatilef.com,registrar@dypatilef.com,Dr.Sanjay Dharmadhikari,99222105 Ext.- 53,99222105 Ext.- 53,Prof. Pankaj S Shewale-9049182111,Non-Autonomous
"Gandhi Natha Rangji College of Diploma Pharmacy, Solapur",Urban,"13, Budhwar Peth, Jain Boarding Campus, Balives, Solapur",Solapur,413002,gnrdpharmacy.org,gnrdpharma09@gmail.com,Prof. J.B.KANDALE,2621167 Ext.- , Ext.- ,Mr. LAD. G.C.,Non-Autonomous
"Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Rural,"Sr.No.27/A/1/2k, Near Talegaon Railway Station, A/P Varale, Talegaon, Tal-Maval,Dist Pune",Pune,410507,www.dypatilef.com,principal@dypatilef.com,Dr.S.B.Ingole,2114667928 Ext.- ,2114667928 Ext.- ,Vishal Padawale 9665441599,Non-Autonomous
"Dattakala College of Pharmacy, Chincholi, Daund",Rural,"Gat No. 541/2, 527, Off. Pune-Solapur High way, A/P swami chincholi, Tal.Daund, Pune ",Pune,413130,,dattakalacop@gmail.com,Dr. Kulkarni Amol Anantrao,2117203184 Ext.- , Ext.- ,Mr. Bhoi Anil ,Non-Autonomous
"Ideal College of Architecture, Kondigre, Shirol",Rural,"RS No. 377/A, Kondigre, Taluka Shirol, Ichalkaranji, Dist. Kolhapur",Kolhapur,416103,www.icakondigre.edu.in,icakondigre@gmail.com,Ar. Sunil Kashinath Satpute,9422410840 Ext.- ,9422410840 Ext.- ,shrinivas K Gavade,Non-Autonomous
"Womens College of Pharmacy,Peth Vadgaon, Tq - Hatkanangale",Rural,"Peth Vadgaon, Tq - Hatkanangale, Dist -Kolhapur",Kolhapur,416112,www.wcoph.org,wcopdpharm@gmail.com,Dr.Dhanraj Raghunathrao Jadge,2471414 Ext.- ,9850378272 Ext.- ,Sachin Sarjero Patil,Non-Autonomous
"Dr. D Y Patil Pratishthan's College of Engineering, Kolhapur",Urban,"R.S.No.865, A-Ward Salunke Nagar, Kolhapur",Kolhapur,416007,coes.dypgroup.edu.in,dype472.ec@unishivaji.ac.in,DR. VISHWESHWAR P. KALLIMANI,2320914 Ext.- ,9823152996 Ext.- ,Mr. Ashish V. Udale,Non-Autonomous
"Sant Tukaram Polytechnic, Indori, Talegaon",Rural,"Gat No.354/1, Village Indori, Tal. Maval, Pune",Pune,410507,www.stpoly.com,santtukarampoly@gmail.com,Mr. Nitin Adak ,7410015734 Ext.- , Ext.- ,M.D. Kalmegh,Non-Autonomous
"Mahadevrao Wandre Polytechnic, Waitkwadi",Rural,"Survey No 80 & 77, Mouje Waitakwadi Tal. Chandgad, Kolhapur. ",Kolhapur,416507,www.mahadevraopolytechnic.org,1747mwpolytechnic@gmail.com,Mr. Mahadevrao N. Wandre,213245 Ext.- ,213245 Ext.- ,DESHPANDE SWAPNA RAMCHANDRA,Non-Autonomous
"Trinity Polytechnic, Pune",Urban,"S.No.25 & 27, Kondhawa-Saswad Road, Near Bopdev Ghat, Pune",Pune,411048,www.kjsedu.in,trinitypoly2014@gmail.com,Prof.Ganesh B. Ingole,9168227999 Ext.- 0, Ext.- ,Mr.Pangare S. S,Non-Autonomous
"Shri.Jain Vidyaparasark Mandal's Rasiklal M. Dhariwal Institute of Pharmceutical Education & Research, Pune.",Urban,"D-II, 61/62,ACHARYA ANAND RUSHIJI MARG TELCO ROAD,CHINCHWAD",Pune,411019,www.rmdiper.com,rmdiper@gmail.com,Dr.Shweta P. Ghode,27459191 Ext.- , Ext.- ,Prof. Sachin Devidas Rede,Non-Autonomous
"Adarsh College of Pharmacy, Vita Dist. Sangli",Rural,"Bhavani Nagar, Kundal Road, Vita, Tal. khanapur, dist. Sangli, Maharashtra 415311",Sangli,415311,www.acop.agiv.edu.in,acopvita@gmail.com,Dr. Shiradkar Mahendra Ramesh,272850 Ext.- -,- Ext.- -,Mr. Parshuram Irappa Arale,Non-Autonomous
"Ashokrao Mane Polytechnic, Save,Tq - Shahu wadi",Rural,"GAT No 878, At Post Save, Tq - Shahu wadi, Kolhapur",Kolhapur,416213,,bmspmcampus@gmail.com,PROF.A. G. MANGAVE,2407740 Ext.- 111, Ext.- ,AMIT SAMBHAJI PATIL,Non-Autonomous
"Smt. Premlatai Chavan College of Architecture Karad, Dist Satara",Urban,-,Satara,415110,www.spccarchitecture.com,mh70spcca@rediffmail.com,Dadasaheb Ashok Chougule,650852 Ext.- 02164,227439 Ext.- 02164,PUSHPA SHIRISH KINIKAR,Non-Autonomous
"Satish Misal Educational Foundation's BRICK school of Architecture, Pune ",Rural,-,Pune,411060,www.brick.edu.in,info@brick.edu.in,Poorva Keskar ,60123700 Ext.- , Ext.- ,Mrs.Medha Deo ,Non-Autonomous
"Suhas Institute of technology, Javjibuvachiwadi, Post Kasurdi, Daud",Rural,"GAT NO. 254, JAVJIBUVACHIWADI, POST: KASURDI, TALUKA - DAUND,",Pune,412214,www.ntss.edu.in,suhaspoly@gmail.com,MRS.PATIL R.A,287071 Ext.- ,99231567 Ext.- ,Mr. Pandagale  K.V,Non-Autonomous
